LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TOTAL_BILL_AMT,TOTAL_PAY_AMT,AVG_BILL_AMT,AVG_PAY_AMT,PAY_TO_BILL_RATIO,WORST_PAYMENT_STATUS,CREDIT_UTILIZATION,AGE_GROUP_Adult,AGE_GROUP_Middle,AGE_GROUP_Senior,AGE_GROUP_Elder
-0.9062305754213821,-1.2369495849770216,0.18452303564103795,0.8567391229559483,1.1492442531922888,-0.8777908580407634,-0.7223236750442413,-0.6976424888673545,-0.6701666945245209,0.24026039899893306,0.25608731314500777,-0.6742145718579317,-0.3240078005202863,-0.6850900799699852,-0.6324679623474044,-0.6077269748019221,-0.6055217052321052,1.2655727485080153,-0.2903324100544133,-0.09956938870615409,-0.16402852140992308,-0.19975481193597552,-0.1338324276687843,-0.6152546879938177,0.08371111902562124,-0.6152546879938177,0.08371111902562121,-0.015082766537774999,-0.32905771312743504,-0.9563972367641499,False,False,True,False
-0.13408117035791992,-1.2369495849770216,-1.0775324945342006,-1.0593673863109196,-0.48206567930129024,-0.8777908580407634,-0.7223236750442413,-1.535064702172171,-1.5308259768762174,-1.5372518007465645,-0.6169376180311551,-0.4911064973789698,-0.6918861920954162,-0.6850900799699852,-0.6738448628343691,-0.6624884274237327,-0.45495053520627826,-0.3482513735759237,-0.2903324100544133,-0.29781996887873075,-0.31807510111882514,0.4601266653162823,1.3876823007524584,-0.6407495028646146,0.1723203268983919,-0.6407495028646145,0.17232032689839186,-0.014646524672857672,-1.0757847474559563,-0.7877937633820161,True,False,False,False
-0.9062305754213821,-1.2369495849770216,0.18452303564103795,0.8567391229559483,-1.1345896522987218,0.012576438057386367,0.11184859909019193,0.1397797244374623,0.19049258782717549,0.24026039899893306,0.25608731314500777,-0.0412945744482954,-0.009278378411018405,0.031389490835590166,0.106055062608421,0.1701330686293944,0.2027740113074347,-0.23678232446805372,-0.199282197812379,-0.17220036162652202,-0.18527632550770268,-0.19736249238098247,-0.17881848484770319,0.07295985554903821,-0.33547794437859746,0.07295985554903825,-0.3354779443785975,-0.01583570543929246,-0.32905771312743504,1.310691046730783,False,False,False,False
0.9469279967309271,0.8084403860474048,-1.0775324945342006,0.8567391229559483,-1.1345896522987218,0.012576438057386367,0.11184859909019193,0.1397797244374623,0.19049258782717549,0.24026039899893306,0.25608731314500777,3.465211447954994,3.595336962154719,3.647850423073122,3.2109152194513944,3.328879220101453,3.2415632582911535,0.580657368989659,0.22812053384003378,0.2731782459040361,0.6779157159645934,0.20428137957396683,1.0141803789444233,3.5931960891894135,0.8488263338445424,3.5931960891894135,0.8488263338445423,-0.01582727735676823,-0.32905771312743504,1.5379590911463705,False,False,False,False
2.568441747364198,0.8084403860474048,0.18452303564103795,-1.0593673863109196,-0.9170816612995779,-1.7681581541389133,-1.5564959491786747,-1.535064702172171,-1.5308259768762174,-1.5372518007465645,-1.4899625492073179,-0.5407062031405073,-0.5509602526059871,-0.4867055429292037,-0.517705615713748,-0.4975442930206885,-0.4835135320734396,0.26996835822622384,0.3805456993450012,0.2731782459040361,0.3459187769367872,0.3475547395896635,1.1246007011108605,-0.539687950929162,0.8014000192240772,-0.5396879509291619,0.801400019224077,-0.014917326242409195,-1.8225117817844776,-0.976111746955618,True,False,False,False
0.25199353217381115,-1.2369495849770216,-1.0775324945342006,-1.0593673863109196,-0.699573670300434,0.9029437341555362,1.7801931473590584,0.1397797244374623,0.19049258782717549,0.24026039899893306,0.25608731314500777,2.017678181015289,1.9730158418558452,2.1705800410956773,2.367357322957527,2.588642933727471,2.7896305516615634,-0.3482513735759237,0.11840601561779936,-0.06371070081779633,11.633814703882198,13.127658068967555,-0.29299231365297923,2.408150018506733,6.145041157201222,2.4081500185067326,6.145041157201222,-0.015605107392211376,1.1643963555296077,1.3979147557594218,True,False,False,False
0.3292084726801574,-1.2369495849770216,0.18452303564103795,0.8567391229559483,-0.48206567930129024,0.012576438057386367,0.11184859909019193,0.1397797244374623,0.19049258782717549,0.24026039899893306,0.25608731314500777,1.8848091941329697,1.1024879533960013,0.6775500031911906,0.7036624170378859,0.7259288239138924,0.7019182830067129,-0.03861512605406275,-0.08295123249663447,-0.12081052229607302,-0.11887693770214144,-0.11097317511734346,-0.12492485221243547,1.0412153697390876,-0.17105092850928577,1.0412153697390873,-0.17105092850928585,-0.015841249762823525,-0.32905771312743504,1.1689133621724006,True,False,False,False
0.7152831752118884,-1.2369495849770216,1.4465785658162766,0.8567391229559483,-0.04704969730300248,0.012576438057386367,0.11184859909019193,0.1397797244374623,0.19049258782717549,0.24026039899893306,0.25608731314500777,-0.2451757566337488,-0.09819879239918967,-0.042043488497928265,0.04250638903032824,0.23256442350094664,0.3573918869106635,0.27102112146779817,0.2034322984164887,0.29544717628056405,0.3465163714270373,0.3475547395896635,0.2672325578155,0.026878771077174547,0.4888059547884388,0.026878771077174585,0.4888059547884387,-0.015697463860619883,-0.32905771312743504,-0.7214651710776432,True,False,False,False
2.182367044832467,0.8084403860474048,-1.0775324945342006,-1.0593673863109196,0.714228271194001,-0.8777908580407634,-0.7223236750442413,-0.6976424888673545,-0.6701666945245209,-0.6484957008738157,-0.6169376180311551,0.2913472262322081,-0.6918861920954162,-0.5932659622726272,-0.620039278276603,-0.5609323238717784,-0.6521262644651831,-0.3482513735759237,0.019801203336160235,-0.10105398406458928,0.09074592960001537,-0.31697847013063646,0.5126110515186938,-0.47755359609778203,-0.021073456944603844,-0.477553596097782,-0.021073456944603903,-0.0155990731410514,-1.0757847474559563,-0.6388056906455027,False,True,False,False
-0.13408117035791992,-1.2369495849770216,1.4465785658162766,0.8567391229559483,0.38796628469528527,0.012576438057386367,0.11184859909019193,0.1397797244374623,0.19049258782717549,0.24026039899893306,0.25608731314500777,-0.1234075267183559,-0.08941827207840185,-0.5182394741301591,-0.4799511457599818,-0.45771028456235324,-0.4293719837024508,-0.21820414961674206,-0.21626770378377802,-0.2121702366613157,-0.28487540721604454,-0.25052514915860646,-0.16414059321522903,-0.3565246321006576,-0.3825489423358341,-0.3565246321006575,-0.38254894233583414,-0.01581465947852028,-0.32905771312743504,-0.3487613704926931,False,True,False,False
